airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
29,0.0,12.0,0.0,0.0,13.0,41.4,17.0,7.04,72.57,0.0,5.4,5127.241874,529.185899,2019-01-01 00:00:01
29,0.0,17.0,0.0,0.0,23.0,34.0,28.0,6.97,73.12,0.0,8.9,5127.241874,529.185899,2019-01-01 00:10:00
29,0.0,23.0,0.0,0.0,46.0,15.6,55.0,6.87,73.7,0.0,10.5,5127.241309,529.190083,2019-01-01 00:20:00
29,0.0,23.0,0.0,0.0,44.0,11.0,51.0,6.85,73.89,0.0,21.3,5127.241309,529.190083,2019-01-01 00:30:00
29,0.0,23.0,0.0,0.0,48.0,6.2,54.0,7.01,73.47,0.0,19.0,5127.241309,529.190083,2019-01-01 00:40:00
29,0.0,23.0,0.0,0.0,46.0,4.6,55.0,6.97,73.69,0.0,13.2,5127.242522,529.188385,2019-01-01 00:50:00
29,0.0,23.0,0.0,0.0,43.0,4.1,50.0,6.97,73.94,0.0,16.9,5127.242522,529.188385,2019-01-01 01:00:00
29,0.0,21.0,0.0,0.0,31.0,6.5,37.0,6.83,74.64,0.0,10.7,5127.243766,529.187294,2019-01-01 01:10:00
29,0.0,20.0,0.0,0.0,27.0,9.3,31.0,6.78,74.93,0.0,13.1,5127.243766,529.187294,2019-01-01 01:20:00
29,0.0,20.0,0.0,0.0,25.0,10.9,29.0,6.74,75.24,0.0,12.1,5127.243766,529.187294,2019-01-01 01:30:00
29,0.0,18.0,0.0,0.0,24.0,12.1,28.0,6.71,75.48,0.0,8.1,5127.241646,529.187788,2019-01-01 01:40:00
29,0.0,18.0,0.0,0.0,22.0,11.6,27.0,6.81,75.17,0.0,7.2,5127.243882,529.187599,2019-01-01 01:50:00
29,0.0,17.0,0.0,0.0,21.0,14.4,23.0,6.47,76.32,0.0,-0.8,5127.243882,529.187599,2019-01-01 02:00:00
29,0.0,16.0,0.0,0.0,20.0,15.1,22.0,6.72,75.32,0.0,7.6,5127.240452,529.187118,2019-01-01 02:10:00
29,0.0,15.0,0.0,0.0,18.0,16.6,20.0,6.81,74.88,0.0,17.8,5127.240452,529.187118,2019-01-01 02:20:00
29,0.0,13.0,0.0,0.0,15.0,24.8,19.0,6.6,75.29,0.0,0.0,5127.242583,529.185438,2019-01-01 02:40:00
29,0.0,13.0,0.0,0.0,14.0,28.2,16.0,6.74,74.79,0.0,14.7,5127.242583,529.185438,2019-01-01 02:50:00
29,0.0,12.0,0.0,0.0,14.0,30.9,17.0,6.7,74.69,0.0,9.3,5127.242583,529.185438,2019-01-01 03:00:01
29,0.0,12.0,0.0,0.0,13.0,33.1,16.0,6.62,74.76,0.0,8.8,5127.242583,529.185438,2019-01-01 03:10:00
29,0.0,11.0,0.0,0.0,12.0,36.7,14.0,6.61,74.43,0.0,7.1,5127.242583,529.185438,2019-01-01 03:20:00
29,0.0,10.0,0.0,0.0,10.0,36.8,12.0,6.72,73.83,0.0,7.1,5127.240512,529.185037,2019-01-01 03:30:00
29,0.0,9.0,0.0,0.0,10.0,39.1,12.0,6.76,73.44,0.0,7.5,5127.240512,529.185037,2019-01-01 03:40:00
29,0.0,9.0,0.0,0.0,10.0,40.4,13.0,6.87,72.68,0.0,1.8,5127.240512,529.185037,2019-01-01 03:50:00
29,0.0,9.0,0.0,0.0,9.0,39.2,11.0,6.79,72.86,0.0,6.7,5127.240512,529.185037,2019-01-01 04:00:00
29,0.0,9.0,0.0,0.0,10.0,39.7,12.0,6.56,73.52,0.0,5.7,5127.240512,529.185037,2019-01-01 04:10:00
29,0.0,9.0,0.0,0.0,10.0,40.3,12.0,6.73,72.79,0.0,8.2,5127.240512,529.185037,2019-01-01 04:20:00
29,0.0,9.0,0.0,0.0,10.0,40.4,13.0,6.65,72.78,0.0,7.8,5127.240512,529.185037,2019-01-01 04:30:00
29,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.63,72.77,0.0,12.1,5127.243882,529.185635,2019-01-01 04:40:00
29,0.0,8.0,0.0,0.0,9.0,38.9,12.0,6.57,72.79,0.0,17.4,5127.243882,529.185635,2019-01-01 04:50:00
29,0.0,8.0,0.0,0.0,8.0,40.5,10.0,6.71,72.0,0.0,7.5,5127.243882,529.185635,2019-01-01 05:00:00
29,0.0,8.0,0.0,0.0,8.0,41.9,10.0,6.83,71.23,0.0,7.4,5127.243882,529.185635,2019-01-01 05:10:01
29,0.0,8.0,0.0,0.0,8.0,41.2,11.0,6.6,71.72,0.0,11.8,5127.239743,529.185086,2019-01-01 05:20:00
29,0.0,8.0,0.0,0.0,9.0,41.4,12.0,6.58,71.77,0.0,6.0,5127.239743,529.185086,2019-01-01 05:30:00
29,0.0,8.0,0.0,0.0,9.0,38.8,13.0,6.56,71.43,0.0,3.8,5127.239743,529.185086,2019-01-01 05:40:00
29,0.0,9.0,0.0,0.0,10.0,44.9,13.0,6.36,71.96,0.0,1.3,5127.239902,529.186057,2019-01-01 05:50:00
29,0.0,9.0,0.0,0.0,10.0,42.6,13.0,6.3,71.95,0.0,12.3,5127.2386,529.187518,2019-01-01 06:00:00
29,0.0,9.0,0.0,0.0,9.0,45.0,13.0,6.05,72.93,0.0,10.0,5127.242442,529.184141,2019-01-01 06:10:00
29,0.0,8.0,0.0,0.0,9.0,43.9,13.0,6.31,71.66,0.0,0.4,5127.242442,529.184141,2019-01-01 06:20:00
29,0.0,8.0,0.0,0.0,9.0,41.9,12.0,6.6,70.53,0.0,5.7,5127.242553,529.184083,2019-01-01 06:30:00
29,0.0,8.0,0.0,0.0,9.0,40.6,11.0,6.64,70.14,0.0,11.7,5127.242553,529.184083,2019-01-01 06:40:00
29,0.0,8.0,0.0,0.0,9.0,40.3,12.0,6.64,69.99,0.0,9.7,5127.242553,529.184083,2019-01-01 06:50:00
29,0.0,8.0,0.0,0.0,9.0,39.3,11.0,6.67,69.66,0.0,8.7,5127.242553,529.184083,2019-01-01 07:00:00
29,0.0,7.0,0.0,0.0,8.0,42.8,12.0,6.67,69.54,0.0,13.3,5127.244335,529.184834,2019-01-01 07:10:00
29,0.0,7.0,0.0,0.0,8.0,43.0,12.0,6.68,69.38,0.0,11.7,5127.244335,529.184834,2019-01-01 07:20:00
29,0.0,7.0,0.0,0.0,8.0,43.4,12.0,6.68,69.4,0.0,7.7,5127.244335,529.184834,2019-01-01 07:30:01
29,0.0,7.0,0.0,0.0,8.0,43.1,12.0,6.6,69.62,0.0,7.6,5127.244335,529.184834,2019-01-01 07:40:00
29,0.0,6.0,0.0,0.0,8.0,43.6,13.0,6.9,68.56,0.0,5.8,5127.244335,529.184834,2019-01-01 07:50:00
29,0.0,6.0,0.0,0.0,8.0,44.8,11.0,6.84,68.72,0.0,10.7,5127.244335,529.184834,2019-01-01 08:00:00
29,0.0,6.0,0.0,0.0,8.0,47.8,12.0,6.78,68.85,0.0,8.1,5127.244335,529.184834,2019-01-01 08:10:00
29,0.0,6.0,0.0,0.0,7.0,51.6,11.0,6.75,68.91,0.0,14.1,5127.244335,529.184834,2019-01-01 08:20:00
29,0.0,6.0,0.0,0.0,8.0,51.8,11.0,6.84,68.55,0.0,14.9,5127.244335,529.184834,2019-01-01 08:30:00
29,0.0,5.0,0.0,0.0,7.0,54.3,13.0,6.85,68.47,0.0,6.3,5127.244335,529.184834,2019-01-01 08:40:00
29,0.0,5.0,0.0,0.0,7.0,56.2,12.0,6.74,69.19,0.0,8.0,5127.244335,529.184834,2019-01-01 08:50:00
29,0.0,5.0,0.0,0.0,7.0,54.7,12.0,6.86,68.67,0.0,7.4,5127.244335,529.184834,2019-01-01 09:00:00
29,0.0,5.0,0.0,0.0,6.0,55.2,13.0,6.85,68.81,0.0,4.3,5127.244335,529.184834,2019-01-01 09:10:00
29,0.0,6.0,0.0,0.0,8.0,59.2,12.0,6.75,69.53,0.0,7.2,5127.244335,529.184834,2019-01-01 09:20:00
29,0.0,5.0,0.0,0.0,9.0,71.1,14.0,6.29,72.34,0.0,4.0,5127.246168,529.180156,2019-01-01 09:30:00
29,0.0,5.0,0.0,0.0,8.0,77.4,12.0,6.29,73.01,0.0,-0.3,5127.246168,529.180156,2019-01-01 09:40:00
29,0.0,4.0,0.0,0.0,8.0,81.1,15.0,6.49,72.88,0.0,4.0,5127.246168,529.180156,2019-01-01 09:50:00
29,0.0,5.0,0.0,0.0,9.0,83.2,16.0,6.36,73.22,0.0,7.7,5127.246168,529.180156,2019-01-01 10:00:01
29,0.0,5.0,0.0,0.0,10.0,88.7,13.0,6.37,73.49,0.0,4.6,5127.248058,529.183908,2019-01-01 10:10:00
29,0.0,5.0,0.0,0.0,8.0,88.1,14.0,6.37,73.99,0.0,4.9,5127.248058,529.183908,2019-01-01 10:20:00
29,0.0,4.0,0.0,0.0,8.0,88.5,14.0,6.23,74.93,0.0,12.0,5127.248058,529.183908,2019-01-01 10:30:00
29,0.0,4.0,0.0,0.0,8.0,89.4,13.0,6.19,75.9,0.0,12.1,5127.24322,529.18454,2019-01-01 10:40:00
29,0.0,4.0,0.0,0.0,8.0,92.7,17.0,5.97,77.18,0.0,-0.2,5127.24322,529.18454,2019-01-01 10:50:00
29,0.0,4.0,0.0,0.0,7.0,88.9,12.0,5.72,78.81,0.0,8.4,5127.24322,529.18454,2019-01-01 11:00:00
29,0.0,4.0,0.0,0.0,7.0,93.2,16.0,5.71,79.3,0.0,6.1,5127.24322,529.18454,2019-01-01 11:10:00
29,0.0,4.0,0.0,0.0,6.0,94.2,10.0,5.93,79.13,0.0,-0.3,5127.24322,529.18454,2019-01-01 11:20:00
29,0.0,3.0,0.0,0.0,6.0,90.5,10.0,6.18,78.05,0.0,0.1,5127.24322,529.18454,2019-01-01 11:30:00
29,0.0,3.0,0.0,0.0,5.0,92.5,9.0,6.24,78.09,0.0,6.5,5127.24322,529.18454,2019-01-01 11:40:00
29,0.0,3.0,0.0,0.0,5.0,91.5,8.0,6.28,78.32,0.0,-0.3,5127.242377,529.186848,2019-01-01 11:50:00
29,0.0,3.0,0.0,0.0,4.0,87.5,8.0,6.29,78.5,0.0,7.5,5127.242377,529.186848,2019-01-01 12:00:00
29,0.0,3.0,0.0,0.0,5.0,87.7,8.0,6.34,79.05,0.0,1.0,5127.245056,529.185761,2019-01-01 12:10:00
29,0.0,3.0,0.0,0.0,4.0,87.1,9.0,6.47,78.67,0.0,7.4,5127.245056,529.185761,2019-01-01 12:20:01
29,0.0,3.0,0.0,0.0,4.0,82.5,7.0,6.63,78.4,0.0,17.8,5127.245056,529.185761,2019-01-01 12:30:00
29,0.0,3.0,0.0,0.0,4.0,79.9,8.0,6.69,78.56,0.0,12.4,5127.24514,529.181373,2019-01-01 12:40:00
29,0.0,3.0,0.0,0.0,4.0,79.9,6.0,6.71,78.73,0.0,0.2,5127.24514,529.181373,2019-01-01 12:50:00
29,0.0,3.0,0.0,0.0,4.0,77.0,7.0,6.88,78.42,0.0,10.7,5127.245127,529.182311,2019-01-01 13:00:00
29,0.0,3.0,0.0,0.0,4.0,79.2,7.0,6.87,78.84,0.0,13.7,5127.244616,529.182687,2019-01-01 13:10:00
29,0.0,3.0,0.0,0.0,4.0,75.8,8.0,6.78,79.56,0.0,5.4,5127.244616,529.182687,2019-01-01 13:20:00
