airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
7,94.65,9.0,0.0,0.0,10.0,20.0,12.0,8.02,70.02,7.39,18.4,5126.245285,527.08671,2019-01-01 00:00:01
7,94.6,10.0,0.0,0.0,11.0,20.2,12.0,7.97,70.14,7.39,20.1,5126.245285,527.08671,2019-01-01 00:10:00
7,95.1,12.0,0.0,0.0,15.0,15.9,18.0,7.9,70.76,7.32,30.4,5126.245285,527.08671,2019-01-01 00:20:00
7,95.49,16.0,0.0,0.0,22.0,11.4,27.0,7.81,71.36,7.28,26.5,5126.245285,527.08671,2019-01-01 00:30:00
7,95.86,17.0,0.0,0.0,26.0,8.3,32.0,7.84,71.31,7.26,36.0,5126.24567,527.081468,2019-01-01 00:40:00
7,96.3,16.0,0.0,0.0,22.0,7.9,27.0,7.84,71.53,7.23,37.7,5126.242696,527.076487,2019-01-01 00:50:00
7,96.81,14.0,0.0,0.0,18.0,8.3,21.0,7.83,71.77,7.2,31.5,5126.242696,527.076487,2019-01-01 01:00:00
7,97.12,13.0,0.0,0.0,17.0,8.4,21.0,7.82,71.92,7.17,27.0,5126.246432,527.090554,2019-01-01 01:10:00
7,97.2,12.0,0.0,0.0,15.0,8.9,17.0,7.78,72.17,7.16,24.5,5126.247254,527.09425,2019-01-01 01:20:00
7,97.19,13.0,0.0,0.0,15.0,9.2,16.0,7.77,72.28,7.13,25.9,5126.249879,527.096814,2019-01-01 01:30:00
7,97.26,12.0,0.0,0.0,14.0,9.5,18.0,7.76,72.36,7.12,26.3,5126.251984,527.092436,2019-01-01 01:40:00
7,97.33,11.0,0.0,0.0,12.0,10.0,15.0,7.77,72.41,7.12,22.6,5126.249645,527.096772,2019-01-01 01:50:00
7,97.38,10.0,0.0,0.0,11.0,10.9,15.0,7.73,72.59,7.11,21.4,5126.251504,527.101102,2019-01-01 02:00:00
7,97.28,10.0,0.0,0.0,11.0,12.4,12.0,7.72,72.56,7.12,25.6,5126.251098,527.099905,2019-01-01 02:10:00
7,97.09,9.0,0.0,0.0,9.0,13.8,17.0,7.69,72.68,7.12,28.4,5126.249558,527.096043,2019-01-01 02:20:01
7,96.94,8.0,0.0,0.0,9.0,15.3,11.0,7.66,72.58,7.14,18.4,5126.242837,527.098603,2019-01-01 02:30:00
7,96.87,8.0,0.0,0.0,9.0,16.0,10.0,7.67,72.49,7.14,16.4,5126.245238,527.089328,2019-01-01 02:40:00
7,96.81,8.0,0.0,0.0,8.0,15.9,10.0,7.65,72.68,7.1,22.3,5126.245238,527.089328,2019-01-01 02:50:00
7,96.49,7.0,0.0,0.0,8.0,17.2,9.0,7.66,72.45,7.11,16.7,5126.245238,527.089328,2019-01-01 03:00:00
7,95.82,7.0,0.0,0.0,7.0,19.1,9.0,7.64,72.28,7.13,20.8,5126.245238,527.089328,2019-01-01 03:10:00
7,95.23,6.0,0.0,0.0,7.0,20.7,9.0,7.61,72.06,7.16,16.6,5126.245238,527.089328,2019-01-01 03:20:00
7,94.99,6.0,0.0,0.0,6.0,20.9,9.0,7.65,71.89,7.16,22.4,5126.245238,527.089328,2019-01-01 03:30:00
7,94.79,6.0,0.0,0.0,7.0,20.8,8.0,7.65,71.49,7.19,20.2,5126.245238,527.089328,2019-01-01 03:40:00
7,94.67,6.0,0.0,0.0,7.0,20.8,8.0,7.73,71.03,7.19,24.4,5126.242284,527.080955,2019-01-01 03:50:00
7,94.64,6.0,0.0,0.0,7.0,20.7,10.0,7.72,70.78,7.17,22.9,5126.242284,527.080955,2019-01-01 04:00:00
7,94.44,6.0,0.0,0.0,6.0,20.6,7.0,7.71,70.49,7.16,26.2,5126.242284,527.080955,2019-01-01 04:10:00
7,94.36,6.0,0.0,0.0,6.0,20.3,7.0,7.7,70.39,7.16,25.6,5126.242284,527.080955,2019-01-01 04:20:00
7,94.18,5.0,0.0,0.0,6.0,19.8,8.0,7.74,70.09,7.16,26.8,5126.242284,527.080955,2019-01-01 04:30:00
7,93.88,0.0,0.0,0.0,0.0,21.0,0.0,7.75,69.83,7.13,19.6,5126.242284,527.080955,2019-01-01 04:40:01
7,93.47,5.0,0.0,0.0,5.0,22.1,8.0,7.73,69.45,7.13,20.6,5126.242284,527.080955,2019-01-01 04:50:01
7,93.32,5.0,0.0,0.0,6.0,21.2,8.0,7.73,69.13,7.11,23.4,5126.246151,527.081664,2019-01-01 05:00:00
7,93.13,6.0,0.0,0.0,6.0,22.0,9.0,7.72,68.97,7.08,19.5,5126.244089,527.084618,2019-01-01 05:10:00
7,93.03,6.0,0.0,0.0,6.0,22.5,13.0,7.7,68.69,7.06,19.4,5126.244089,527.084618,2019-01-01 05:20:00
7,92.87,6.0,0.0,0.0,6.0,21.6,8.0,7.71,68.49,7.04,22.6,5126.244089,527.084618,2019-01-01 05:30:00
