airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
5,94.78,17.0,0.0,0.0,25.0,8.0,35.0,6.85,78.2,8.37,28.5,5129.494286,528.596167,2019-01-01 00:10:01
5,94.93,24.0,0.0,0.0,64.0,2.0,76.0,6.79,78.58,8.36,42.2,5129.494286,528.596167,2019-01-01 00:20:00
5,95.05,25.0,0.0,0.0,70.0,1.1,102.0,6.8,78.61,8.35,44.9,5129.494286,528.596167,2019-01-01 00:30:00
5,95.15,26.0,0.0,0.0,60.0,1.1,73.0,6.84,78.62,8.34,36.3,5129.492348,528.599079,2019-01-01 00:40:00
5,95.17,23.0,0.0,0.0,35.0,1.7,39.0,6.8,78.61,8.32,40.7,5129.496252,528.596609,2019-01-01 00:50:00
5,95.25,21.0,0.0,0.0,28.0,2.0,34.0,6.75,78.75,8.32,31.3,5129.496252,528.596609,2019-01-01 01:00:00
5,95.31,14.0,0.0,0.0,17.0,3.6,22.0,6.71,78.89,8.29,30.3,5129.496252,528.596609,2019-01-01 01:10:00
5,67.88,4.0,0.0,0.0,5.0,2.2,8.0,0.88,54.44,3.73,-11.9,5129.491766,528.60039,2019-01-01 01:10:00
5,95.56,13.0,0.0,0.0,13.0,3.6,15.0,6.74,79.49,8.28,29.9,5129.496252,528.596609,2019-01-01 01:20:00
5,68.81,5.0,0.0,0.0,5.0,2.0,6.0,0.76,55.25,3.63,49.8,5129.491766,528.60039,2019-01-01 01:20:00
5,95.8,18.0,0.0,0.0,21.0,3.2,26.0,6.73,79.83,8.24,24.8,5129.494957,528.603318,2019-01-01 01:30:00
5,96.02,16.0,0.0,0.0,19.0,3.8,21.0,6.66,80.17,8.23,26.4,5129.491802,528.600263,2019-01-01 01:40:00
5,96.29,13.0,0.0,0.0,13.0,4.8,15.0,6.61,80.75,8.21,0.0,5129.493281,528.605929,2019-01-01 02:00:00
5,96.34,12.0,0.0,0.0,13.0,6.2,14.0,6.59,80.84,8.2,14.2,5129.493281,528.605929,2019-01-01 02:10:00
5,96.42,11.0,0.0,0.0,12.0,7.5,12.0,6.53,80.83,8.15,13.3,5129.492922,528.603238,2019-01-01 02:20:00
5,96.49,11.0,0.0,0.0,12.0,8.6,12.0,6.47,80.79,8.1,10.9,5129.4919,528.599567,2019-01-01 02:30:00
5,96.5,11.0,0.0,0.0,12.0,9.7,13.0,6.39,80.86,8.07,19.4,5129.491874,528.600408,2019-01-01 02:40:00
5,96.42,10.0,0.0,0.0,11.0,10.6,12.0,6.41,80.66,8.05,16.2,5129.491874,528.600408,2019-01-01 02:50:00
5,96.25,10.0,0.0,0.0,10.0,11.3,14.0,6.41,80.54,8.06,17.9,5129.491874,528.600408,2019-01-01 03:00:01
5,96.05,10.0,0.0,0.0,10.0,12.5,12.0,6.32,80.43,8.04,19.3,5129.491874,528.600408,2019-01-01 03:10:00
5,95.77,9.0,0.0,0.0,10.0,13.1,13.0,6.31,80.16,8.03,23.9,5129.495481,528.598924,2019-01-01 03:20:00
