airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
34,94.87,10.0,0.0,0.0,11.0,12.5,12.0,6.8,77.34,8.13,18.8,5126.190668,528.174069,2019-01-01 00:00:00
34,94.87,12.0,0.0,0.0,39.0,7.5,172.0,6.66,77.79,8.12,13.5,5126.188848,528.178231,2019-01-01 00:10:00
34,95.38,12.0,0.0,0.0,59.0,3.2,233.0,6.52,78.49,8.07,19.0,5126.190368,528.178338,2019-01-01 00:20:00
34,95.72,13.0,0.0,0.0,55.0,2.4,195.0,6.41,79.08,8.05,21.9,5126.190526,528.180336,2019-01-01 00:30:00
34,96.26,16.0,0.0,0.0,49.0,2.0,77.0,6.39,79.44,8.01,30.8,5126.191845,528.179586,2019-01-01 00:40:00
34,96.7,18.0,0.0,0.0,40.0,1.7,46.0,6.42,79.47,7.98,26.4,5126.18964,528.147924,2019-01-01 00:50:00
34,93.25,18.0,0.0,0.0,37.0,2.9,44.0,0.96,77.5,3.64,-24.6,5126.191151,528.183519,2019-01-01 01:00:01
34,93.36,19.0,0.0,0.0,34.0,2.6,41.0,1.02,77.63,3.69,38.7,5126.191275,528.185458,2019-01-01 01:10:01
34,97.32,11.0,0.0,0.0,13.0,4.7,16.0,6.45,79.53,7.87,0.0,5126.191237,528.182645,2019-01-01 02:20:00
34,96.99,10.0,0.0,0.0,11.0,6.1,14.0,6.27,79.89,7.86,0.0,5126.188074,528.181773,2019-01-01 02:30:03
34,97.1,9.0,0.0,0.0,10.0,6.8,11.0,6.23,80.27,7.82,14.4,5126.188074,528.181773,2019-01-01 02:39:57
34,97.1,9.0,0.0,0.0,10.0,6.8,12.0,6.08,80.75,7.79,16.9,5126.19009,528.183339,2019-01-01 02:50:00
34,96.95,8.0,0.0,0.0,9.0,6.9,11.0,6.06,80.84,7.81,22.0,5126.188671,528.176399,2019-01-01 03:00:00
34,96.48,8.0,0.0,0.0,9.0,8.4,12.0,6.07,80.61,7.81,16.5,5126.189691,528.1799,2019-01-01 03:10:00
34,95.96,7.0,0.0,0.0,8.0,9.6,10.0,6.06,80.31,7.81,14.2,5126.189691,528.1799,2019-01-01 03:20:00
34,95.76,7.0,0.0,0.0,8.0,10.1,11.0,6.03,80.21,7.82,23.0,5126.190728,528.179061,2019-01-01 03:30:00
34,95.61,7.0,0.0,0.0,8.0,11.0,9.0,6.07,79.95,7.81,12.7,5126.190728,528.179061,2019-01-01 03:40:00
34,95.36,7.0,0.0,0.0,7.0,11.7,10.0,6.04,79.88,7.81,13.7,5126.190728,528.179061,2019-01-01 03:50:00
34,95.34,7.0,0.0,0.0,8.0,12.1,9.0,6.06,79.52,7.82,17.0,5126.192553,528.181925,2019-01-01 04:00:00
34,95.43,7.0,0.0,0.0,7.0,10.4,9.0,6.02,79.61,7.8,14.1,5126.192553,528.181925,2019-01-01 04:10:00
34,95.28,6.0,0.0,0.0,6.0,10.2,8.0,6.08,79.28,7.79,23.8,5126.192553,528.181925,2019-01-01 04:20:00
34,94.97,7.0,0.0,0.0,7.0,14.8,10.0,6.08,78.86,7.77,11.7,5126.191632,528.182147,2019-01-01 04:30:00
34,94.6,0.0,0.0,0.0,0.0,14.2,0.0,6.03,78.91,7.77,9.3,5126.191632,528.182147,2019-01-01 04:40:01
34,94.3,6.0,0.0,0.0,6.0,14.4,10.0,6.03,78.56,7.77,24.6,5126.191182,528.178005,2019-01-01 04:50:01
34,93.96,6.0,0.0,0.0,7.0,17.4,10.0,6.07,77.87,7.75,19.9,5126.191182,528.178005,2019-01-01 05:00:00
34,93.81,6.0,0.0,0.0,6.0,19.1,9.0,6.04,77.4,7.75,13.2,5126.191182,528.178005,2019-01-01 05:10:00
34,93.76,6.0,0.0,0.0,7.0,18.0,10.0,6.01,77.37,7.73,11.0,5126.191182,528.178005,2019-01-01 05:20:00
34,93.57,6.0,0.0,0.0,7.0,18.6,10.0,6.07,76.77,7.7,11.1,5126.191182,528.178005,2019-01-01 05:30:00
34,93.47,7.0,0.0,0.0,7.0,16.1,10.0,5.96,77.02,7.69,17.1,5126.188323,528.178979,2019-01-01 05:40:00
34,93.21,7.0,0.0,0.0,7.0,17.9,9.0,6.03,76.47,7.68,15.3,5126.188323,528.178979,2019-01-01 05:50:00
34,93.09,7.0,0.0,0.0,7.0,17.7,10.0,6.0,76.24,7.67,22.4,5126.184857,528.178554,2019-01-01 06:00:00
34,93.0,6.0,0.0,0.0,7.0,20.9,8.0,5.9,76.23,7.62,23.2,5126.184857,528.178554,2019-01-01 06:10:00
34,92.82,6.0,0.0,0.0,7.0,21.2,9.0,5.94,75.87,7.61,18.9,5126.184857,528.178554,2019-01-01 06:20:00
34,92.55,6.0,0.0,0.0,7.0,22.7,9.0,6.01,75.39,7.66,29.1,5126.184857,528.178554,2019-01-01 06:30:00
34,92.5,6.0,0.0,0.0,7.0,23.7,8.0,6.04,75.34,7.67,17.0,5126.184857,528.178554,2019-01-01 06:40:00
34,92.25,6.0,0.0,0.0,7.0,24.2,9.0,6.02,75.18,7.66,20.2,5126.184857,528.178554,2019-01-01 06:50:01
34,92.22,6.0,0.0,0.0,7.0,26.8,9.0,5.96,75.29,7.64,20.8,5126.184857,528.178554,2019-01-01 07:00:00
34,92.42,6.0,0.0,0.0,7.0,25.4,10.0,5.92,75.53,7.63,19.2,5126.184857,528.178554,2019-01-01 07:10:00
34,92.39,6.0,0.0,0.0,6.0,26.6,11.0,5.95,75.38,7.61,5.7,5126.184857,528.178554,2019-01-01 07:20:00
34,92.17,6.0,0.0,0.0,7.0,26.4,9.0,6.0,75.14,7.64,10.8,5126.184857,528.178554,2019-01-01 07:30:00
34,92.12,6.0,0.0,0.0,6.0,26.1,9.0,6.01,75.15,7.67,25.7,5126.184857,528.178554,2019-01-01 07:40:00
34,92.1,5.0,0.0,0.0,6.0,26.0,9.0,5.96,75.35,7.69,23.0,5126.184857,528.178554,2019-01-01 07:50:00
34,92.01,5.0,0.0,0.0,6.0,24.8,9.0,6.08,75.06,7.72,19.9,5126.188838,528.177982,2019-01-01 08:00:00
34,91.73,5.0,0.0,0.0,6.0,25.8,10.0,6.06,74.79,7.74,24.7,5126.188838,528.177982,2019-01-01 08:10:00
34,91.66,5.0,0.0,0.0,6.0,27.4,9.0,6.02,75.0,7.76,25.7,5126.188838,528.177982,2019-01-01 08:20:00
34,91.59,5.0,0.0,0.0,6.0,30.9,10.0,6.11,74.83,7.78,13.6,5126.188838,528.177982,2019-01-01 08:30:00
34,91.57,5.0,0.0,0.0,5.0,29.5,9.0,6.08,74.86,7.79,22.6,5126.188838,528.177982,2019-01-01 08:40:00
