airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
8,94.85,10.0,0.0,0.0,11.0,8.5,14.0,8.11,75.26,8.72,22.3,5125.269119,529.72351,2019-01-01 00:00:00
8,95.02,13.0,0.0,0.0,27.0,4.8,53.0,8.13,75.48,8.69,0.0,5125.271576,529.718762,2019-01-01 00:10:00
8,95.39,12.0,0.0,0.0,56.0,1.3,165.0,8.0,76.59,8.66,19.5,5125.271939,529.718279,2019-01-01 00:20:00
8,95.97,15.0,0.0,0.0,46.0,1.2,77.0,8.12,75.98,8.59,24.4,5125.271939,529.718279,2019-01-01 00:30:00
8,96.37,15.0,0.0,0.0,49.0,1.0,69.0,8.01,76.92,8.6,28.8,5125.276926,529.716046,2019-01-01 00:40:00
8,97.05,17.0,0.0,0.0,40.0,0.9,51.0,8.05,77.15,8.54,23.0,5125.276926,529.716046,2019-01-01 00:50:01
8,97.64,16.0,0.0,0.0,30.0,0.8,35.0,8.11,77.2,8.51,18.4,5125.276926,529.716046,2019-01-01 01:00:00
8,98.06,14.0,0.0,0.0,23.0,1.3,30.0,7.99,77.84,8.41,17.9,5125.276926,529.716046,2019-01-01 01:10:00
8,98.3,15.0,0.0,0.0,27.0,1.3,45.0,7.92,78.24,8.39,18.7,5125.276926,529.716046,2019-01-01 01:20:00
8,98.37,14.0,0.0,0.0,24.0,1.5,39.0,7.93,78.5,8.37,19.1,5125.278016,529.712622,2019-01-01 01:30:00
8,98.51,13.0,0.0,0.0,17.0,2.0,26.0,7.88,78.74,8.36,18.1,5125.278422,529.711694,2019-01-01 01:40:00
8,98.61,12.0,0.0,0.0,14.0,2.9,16.0,7.86,78.82,8.33,20.6,5125.277343,529.715502,2019-01-01 01:50:00
8,98.62,11.0,0.0,0.0,13.0,3.8,17.0,7.69,79.55,8.3,18.4,5125.278032,529.717376,2019-01-01 02:00:00
8,98.53,11.0,0.0,0.0,12.0,4.2,17.0,7.86,78.61,8.32,15.5,5125.278906,529.717644,2019-01-01 02:10:00
8,98.38,10.0,0.0,0.0,12.0,4.3,15.0,7.75,79.08,8.32,11.7,5125.278209,529.7158,2019-01-01 02:20:00
8,98.28,9.0,0.0,0.0,9.0,5.6,12.0,7.74,79.12,8.3,13.6,5125.278209,529.7158,2019-01-01 02:30:00
8,98.23,8.0,0.0,0.0,10.0,6.2,13.0,7.84,78.76,8.3,10.3,5125.278209,529.7158,2019-01-01 02:40:00
8,98.28,8.0,0.0,0.0,8.0,6.7,11.0,7.95,78.15,8.3,15.0,5125.278209,529.7158,2019-01-01 02:50:00
8,98.13,7.0,0.0,0.0,8.0,8.1,10.0,7.82,78.45,8.29,17.9,5125.278209,529.7158,2019-01-01 03:00:00
8,97.46,7.0,0.0,0.0,8.0,9.3,10.0,7.5,79.68,8.31,17.8,5125.278209,529.7158,2019-01-01 03:10:00
8,96.96,7.0,0.0,0.0,7.0,10.4,9.0,7.53,79.09,8.3,16.1,5125.278209,529.7158,2019-01-01 03:20:00
8,96.71,6.0,0.0,0.0,7.0,11.9,10.0,7.51,79.11,8.28,15.5,5125.278209,529.7158,2019-01-01 03:30:01
8,96.7,6.0,0.0,0.0,7.0,12.1,8.0,7.56,78.61,8.26,12.1,5125.276365,529.721242,2019-01-01 03:40:00
8,96.51,6.0,0.0,0.0,7.0,13.2,10.0,7.51,78.93,8.27,13.6,5125.276365,529.721242,2019-01-01 03:50:00
8,96.43,6.0,0.0,0.0,6.0,13.0,8.0,7.7,77.93,8.25,13.7,5125.276365,529.721242,2019-01-01 04:00:00
8,96.33,6.0,0.0,0.0,6.0,13.0,8.0,7.59,77.8,8.26,16.9,5125.276365,529.721242,2019-01-01 04:10:00
8,96.2,5.0,0.0,0.0,6.0,13.5,8.0,7.58,77.82,8.23,8.5,5125.276365,529.721242,2019-01-01 04:20:00
8,95.83,5.0,0.0,0.0,5.0,14.7,7.0,7.67,76.95,8.24,12.1,5125.276365,529.721242,2019-01-01 04:30:00
8,95.38,0.0,0.0,0.0,0.0,15.1,0.0,7.68,76.62,8.26,14.9,5125.276365,529.721242,2019-01-01 04:40:00
8,95.04,5.0,0.0,0.0,6.0,15.9,7.0,7.63,76.61,8.22,16.8,5125.276365,529.721242,2019-01-01 04:50:00
8,94.87,5.0,0.0,0.0,6.0,16.8,8.0,7.44,77.09,8.22,18.4,5125.276365,529.721242,2019-01-01 05:00:00
8,94.61,5.0,0.0,0.0,6.0,17.1,8.0,7.43,76.75,8.2,13.6,5125.276365,529.721242,2019-01-01 05:10:00
8,94.41,5.0,0.0,0.0,6.0,16.8,9.0,7.38,76.86,8.2,16.4,5125.277083,529.713002,2019-01-01 05:20:00
8,94.16,6.0,0.0,0.0,7.0,17.3,9.0,7.24,77.4,8.19,14.7,5125.277254,529.716073,2019-01-01 05:30:00
8,93.92,7.0,0.0,0.0,8.0,17.0,11.0,7.32,76.57,8.17,15.5,5125.276915,529.716986,2019-01-01 05:40:00
8,93.69,6.0,0.0,0.0,7.0,17.4,10.0,7.33,76.25,8.16,15.7,5125.276915,529.716986,2019-01-01 05:50:00
8,93.57,6.0,0.0,0.0,7.0,16.7,9.0,7.56,75.0,8.15,16.1,5125.276915,529.716986,2019-01-01 06:00:01
8,93.36,6.0,0.0,0.0,6.0,17.2,10.0,7.43,75.13,8.13,22.6,5125.276915,529.716986,2019-01-01 06:10:00
8,93.11,5.0,0.0,0.0,6.0,17.8,10.0,7.47,75.09,8.15,17.3,5125.276061,529.716327,2019-01-01 06:20:00
8,92.74,5.0,0.0,0.0,6.0,17.2,8.0,7.54,74.42,8.2,15.6,5125.276061,529.716327,2019-01-01 06:30:00
8,92.49,5.0,0.0,0.0,6.0,16.4,8.0,7.57,74.26,8.21,7.5,5125.276061,529.716327,2019-01-01 06:40:00
8,92.09,5.0,0.0,0.0,6.0,16.3,9.0,7.48,74.51,8.25,15.1,5125.276061,529.716327,2019-01-01 06:50:00
8,91.97,5.0,0.0,0.0,6.0,16.5,8.0,7.68,73.37,8.26,14.7,5125.276061,529.716327,2019-01-01 07:00:00
8,91.97,5.0,0.0,0.0,6.0,16.7,9.0,7.7,73.16,8.25,19.5,5125.276459,529.715664,2019-01-01 07:10:00
8,91.99,5.0,0.0,0.0,6.0,16.6,10.0,7.62,73.41,8.25,19.0,5125.276697,529.713493,2019-01-01 07:20:00
8,91.96,5.0,0.0,0.0,5.0,17.0,9.0,7.59,73.67,8.24,19.4,5125.276697,529.713493,2019-01-01 07:30:00
8,91.94,5.0,0.0,0.0,6.0,17.2,9.0,7.6,73.53,8.25,16.9,5125.276971,529.714362,2019-01-01 07:40:00
8,92.07,5.0,0.0,0.0,6.0,16.8,9.0,7.65,73.47,8.24,16.7,5125.276971,529.714362,2019-01-01 07:50:00
8,91.98,5.0,0.0,0.0,6.0,16.4,9.0,7.67,73.58,8.29,17.2,5125.276971,529.714362,2019-01-01 08:00:01
8,91.98,5.0,0.0,0.0,6.0,16.7,10.0,7.72,73.49,8.29,11.7,5125.274907,529.71159,2019-01-01 08:09:59
8,91.86,5.0,0.0,0.0,6.0,17.2,10.0,7.49,73.99,8.31,15.8,5125.274907,529.71159,2019-01-01 08:20:00
8,91.81,5.0,0.0,0.0,6.0,17.6,9.0,7.64,73.54,8.34,11.1,5125.274907,529.71159,2019-01-01 08:30:01
