airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
2,0.0,12.0,0.0,0.0,14.0,27.2,18.0,6.78,92.87,0.0,0.0,5126.87344,527.980318,2019-01-01 00:00:00
2,0.0,15.0,0.0,0.0,23.0,16.8,42.0,6.95,92.35,0.0,0.0,5126.87344,527.980318,2019-01-01 00:10:00
2,0.0,13.0,0.0,0.0,43.0,3.4,252.0,7.1,90.98,0.0,0.0,5126.872996,527.983101,2019-01-01 00:20:00
2,0.0,14.0,0.0,0.0,61.0,1.7,127.0,7.31,90.01,0.0,0.0,5126.872996,527.983101,2019-01-01 00:30:00
2,0.0,18.0,0.0,0.0,48.0,1.7,64.0,7.45,88.75,0.0,0.0,5126.871164,527.988383,2019-01-01 00:40:00
2,0.0,19.0,0.0,0.0,43.0,1.8,53.0,7.38,89.27,0.0,0.0,5126.871164,527.988383,2019-01-01 00:50:00
2,0.0,19.0,0.0,0.0,34.0,2.2,44.0,7.66,87.34,0.0,0.0,5126.871247,527.981977,2019-01-01 01:00:00
2,0.0,17.0,0.0,0.0,33.0,3.5,62.0,7.61,88.12,0.0,0.0,5126.870272,527.980181,2019-01-01 01:10:00
2,0.0,17.0,0.0,0.0,26.0,4.3,32.0,7.68,87.55,0.0,0.0,5126.870272,527.980181,2019-01-01 01:20:00
2,0.0,17.0,0.0,0.0,22.0,5.9,26.0,7.62,87.82,0.0,0.0,5126.87126,527.982432,2019-01-01 01:30:00
2,0.0,17.0,0.0,0.0,21.0,7.8,29.0,7.54,88.36,0.0,0.0,5126.8699,527.983195,2019-01-01 01:40:01
2,0.0,16.0,0.0,0.0,21.0,8.2,25.0,7.28,90.03,0.0,0.0,5126.8699,527.983195,2019-01-01 01:49:59
2,0.0,15.0,0.0,0.0,18.0,9.8,23.0,7.28,90.6,0.0,0.0,5126.8699,527.983195,2019-01-01 02:00:01
2,0.0,15.0,0.0,0.0,18.0,11.1,22.0,7.08,91.42,0.0,0.0,5126.8699,527.983195,2019-01-01 02:10:00
2,0.0,13.0,0.0,0.0,15.0,13.0,18.0,7.26,90.46,0.0,0.0,5126.8699,527.983195,2019-01-01 02:20:00
2,0.0,12.0,0.0,0.0,14.0,14.7,17.0,7.1,91.56,0.0,0.0,5126.8699,527.983195,2019-01-01 02:30:00
2,0.0,12.0,0.0,0.0,14.0,17.4,16.0,6.76,93.06,0.0,0.0,5126.8699,527.983195,2019-01-01 02:40:00
2,0.0,12.0,0.0,0.0,13.0,18.5,16.0,7.15,91.03,0.0,0.0,5126.8699,527.983195,2019-01-01 02:50:00
2,0.0,12.0,0.0,0.0,13.0,17.6,17.0,7.48,88.25,0.0,0.0,5126.8699,527.983195,2019-01-01 03:00:00
2,0.0,11.0,0.0,0.0,12.0,18.1,15.0,7.54,87.5,0.0,0.0,5126.8699,527.983195,2019-01-01 03:10:00
2,0.0,11.0,0.0,0.0,12.0,19.8,15.0,7.49,87.43,0.0,0.0,5126.8699,527.983195,2019-01-01 03:20:00
2,0.0,9.0,0.0,0.0,10.0,20.9,14.0,7.28,88.37,0.0,0.0,5126.8699,527.983195,2019-01-01 03:30:00
2,0.0,9.0,0.0,0.0,10.0,21.5,13.0,7.26,88.48,0.0,0.0,5126.8699,527.983195,2019-01-01 03:40:00
2,0.0,9.0,0.0,0.0,10.0,21.0,13.0,7.34,88.2,0.0,0.0,5126.8699,527.983195,2019-01-01 03:50:00
2,0.0,9.0,0.0,0.0,11.0,19.4,13.0,7.46,87.1,0.0,0.0,5126.8699,527.983195,2019-01-01 04:00:00
2,0.0,9.0,0.0,0.0,10.0,20.1,14.0,7.52,86.39,0.0,0.0,5126.8699,527.983195,2019-01-01 04:10:00
2,0.0,9.0,0.0,0.0,10.0,21.4,13.0,7.3,87.87,0.0,0.0,5126.8699,527.983195,2019-01-01 04:20:01
2,0.0,9.0,0.0,0.0,10.0,21.0,12.0,7.41,86.56,0.0,0.0,5126.8699,527.983195,2019-01-01 04:30:00
2,0.0,0.0,0.0,0.0,0.0,21.1,0.0,7.49,85.58,0.0,0.0,5126.8699,527.983195,2019-01-01 04:40:00
2,0.0,8.0,0.0,0.0,9.0,22.7,11.0,7.48,85.3,0.0,0.0,5126.8699,527.983195,2019-01-01 04:50:00
2,0.0,8.0,0.0,0.0,8.0,24.2,10.0,7.0,88.01,0.0,0.0,5126.8699,527.983195,2019-01-01 05:00:00
2,0.0,8.0,0.0,0.0,8.0,24.0,11.0,6.91,88.39,0.0,0.0,5126.8699,527.983195,2019-01-01 05:10:00
2,0.0,8.0,0.0,0.0,9.0,22.4,11.0,7.34,85.67,0.0,0.0,5126.8699,527.983195,2019-01-01 05:20:00
