airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
13,0.0,11.0,0.0,0.0,12.0,25.6,14.0,8.63,77.06,0.0,1.4,5126.482142,525.220854,2019-01-01 00:00:00
13,0.0,16.0,0.0,0.0,29.0,16.6,38.0,8.64,77.07,0.0,-8.0,5126.482142,525.220854,2019-01-01 00:10:00
13,0.0,21.0,0.0,0.0,54.0,6.3,63.0,8.09,80.12,0.0,-4.4,5126.482142,525.220854,2019-01-01 00:20:00
13,0.0,22.0,0.0,0.0,51.0,5.1,64.0,7.98,81.11,0.0,5.3,5126.482142,525.220854,2019-01-01 00:30:01
13,0.0,21.0,0.0,0.0,38.0,6.1,43.0,8.12,80.62,0.0,4.1,5126.483199,525.221962,2019-01-01 00:39:59
13,0.0,21.0,0.0,0.0,33.0,5.4,37.0,7.9,82.02,0.0,-3.5,5126.483199,525.221962,2019-01-01 00:49:59
13,0.0,20.0,0.0,0.0,27.0,4.2,33.0,7.96,82.17,0.0,1.6,5126.480245,525.223131,2019-01-01 00:59:59
13,0.0,20.0,0.0,0.0,26.0,3.0,32.0,7.97,82.05,0.0,-3.4,5126.480245,525.223131,2019-01-01 01:10:00
13,0.0,20.0,0.0,0.0,34.0,2.2,39.0,5.58,74.17,0.0,-40.5,5126.483245,525.225806,2019-01-01 01:10:00
13,0.0,17.0,0.0,0.0,22.0,4.4,25.0,7.93,82.17,0.0,2.6,5126.480245,525.223131,2019-01-01 01:20:00
13,0.0,16.0,0.0,0.0,19.0,5.4,22.0,7.8,82.99,0.0,-5.6,5126.481759,525.220589,2019-01-01 01:30:00
13,0.0,16.0,0.0,0.0,19.0,6.3,23.0,7.72,83.45,0.0,-1.6,5126.48236,525.221786,2019-01-01 01:40:00
13,0.0,16.0,0.0,0.0,20.0,7.2,22.0,7.67,83.91,0.0,3.2,5126.48236,525.221786,2019-01-01 01:50:00
