airbox_id,AmbHum,PM1,WBGT,UFP,PM25,Ozon,PM10,Temp,RelHum,AmbTemp,NO2,GPS_lat,GPS_lon,date
24,0.0,11.0,0.0,0.0,14.0,35.7,18.0,6.43,83.58,0.0,0.0,5126.633589,526.05795,2019-01-01 00:00:00
24,0.0,10.0,0.0,0.0,25.0,13.7,220.0,6.37,84.56,0.0,0.0,5126.636395,526.058508,2019-01-01 00:10:00
24,0.0,8.0,0.0,0.0,45.0,3.4,232.0,7.01,80.98,0.0,0.0,5126.636395,526.058508,2019-01-01 00:20:00
24,0.0,10.0,0.0,0.0,48.0,2.3,83.0,6.96,80.78,0.0,0.0,5126.636395,526.058508,2019-01-01 00:30:00
24,0.0,12.0,0.0,0.0,37.0,2.0,54.0,7.07,80.37,0.0,0.0,5126.633827,526.058493,2019-01-01 00:40:00
24,0.0,13.0,0.0,0.0,31.0,1.7,38.0,7.08,80.38,0.0,0.0,5126.630738,526.058217,2019-01-01 00:50:01
24,0.0,14.0,0.0,0.0,27.0,2.1,34.0,7.05,80.72,0.0,0.0,5126.630823,526.058255,2019-01-01 01:00:00
24,0.0,14.0,0.0,0.0,27.0,2.4,31.0,7.05,80.99,0.0,0.0,5126.631471,526.059006,2019-01-01 01:10:00
24,0.0,14.0,0.0,0.0,23.0,3.1,27.0,6.98,81.17,0.0,0.0,5126.631413,526.059245,2019-01-01 01:20:00
24,0.0,13.0,0.0,0.0,20.0,4.4,24.0,7.07,80.89,0.0,0.0,5126.631341,526.059607,2019-01-01 01:30:00
24,0.0,14.0,0.0,0.0,20.0,4.5,23.0,6.97,81.19,0.0,0.0,5126.631356,526.059964,2019-01-01 01:40:00
24,0.0,13.0,0.0,0.0,18.0,7.2,23.0,6.88,81.72,0.0,0.0,5126.632627,526.059922,2019-01-01 01:50:00
24,0.0,13.0,0.0,0.0,18.0,7.6,22.0,6.83,81.73,0.0,0.0,5126.632763,526.059934,2019-01-01 02:00:00
24,0.0,12.0,0.0,0.0,15.0,9.7,19.0,6.78,82.53,0.0,0.0,5126.633947,526.060564,2019-01-01 02:10:00
24,0.0,12.0,0.0,0.0,14.0,14.6,15.0,6.53,83.36,0.0,0.0,5126.633947,526.060564,2019-01-01 02:20:00
24,0.0,11.0,0.0,0.0,13.0,18.6,16.0,6.18,85.63,0.0,0.0,5126.633947,526.060564,2019-01-01 02:30:00
24,0.0,11.0,0.0,0.0,13.0,21.0,15.0,6.51,83.44,0.0,0.0,5126.633947,526.060564,2019-01-01 02:40:00
24,0.0,11.0,0.0,0.0,13.0,19.1,14.0,6.82,81.81,0.0,0.0,5126.633947,526.060564,2019-01-01 02:50:00
24,0.0,11.0,0.0,0.0,12.0,17.2,14.0,6.7,82.08,0.0,0.0,5126.633116,526.058507,2019-01-01 03:00:00
24,0.0,10.0,0.0,0.0,12.0,16.3,15.0,6.75,81.3,0.0,0.0,5126.633116,526.058507,2019-01-01 03:10:01
24,0.0,10.0,0.0,0.0,12.0,17.4,16.0,6.72,81.23,0.0,0.0,5126.633116,526.058507,2019-01-01 03:20:00
24,0.0,9.0,0.0,0.0,12.0,15.2,15.0,6.82,80.55,0.0,0.0,5126.633116,526.058507,2019-01-01 03:30:00
24,0.0,10.0,0.0,0.0,16.0,7.9,23.0,6.58,81.44,0.0,0.0,5126.633116,526.058507,2019-01-01 03:40:00
24,0.0,9.0,0.0,0.0,10.0,10.8,12.0,6.64,81.13,0.0,0.0,5126.633116,526.058507,2019-01-01 03:50:00
24,0.0,9.0,0.0,0.0,10.0,11.5,13.0,6.87,80.2,0.0,0.0,5126.633116,526.058507,2019-01-01 04:00:00
24,0.0,9.0,0.0,0.0,12.0,11.2,15.0,6.92,79.75,0.0,0.0,5126.633116,526.058507,2019-01-01 04:10:00
24,0.0,9.0,0.0,0.0,11.0,10.1,14.0,6.81,79.89,0.0,0.0,5126.633116,526.058507,2019-01-01 04:20:00
24,0.0,8.0,0.0,0.0,10.0,12.8,13.0,6.9,79.69,0.0,0.0,5126.633116,526.058507,2019-01-01 04:30:00
24,0.0,0.0,0.0,0.0,0.0,7.1,0.0,6.9,79.23,0.0,0.0,5126.633116,526.058507,2019-01-01 04:40:00
24,0.0,9.0,0.0,0.0,14.0,3.4,24.0,6.68,79.85,0.0,0.0,5126.633686,526.05942,2019-01-01 04:50:00
